order,game_type,game_id,unique_id,text,aRate,choice_br,choice_psne,logrt,logrt_norm,delta,delta_norm
origin,harmony,13,25,"If the row player chooses Option A and the column player chooses Option C, the row player gets 32 and the column player gets 3;
If the row player chooses Option A and the column player chooses Option D, the row player gets 18 and the column player gets 16;
If the row player chooses Option B and the column player chooses Option C, the row player gets 13 and the column player gets 5;
If the row player chooses Option B and the column player chooses Option D, the row player gets 3 and the column player gets 6.
",0.9433962264150944,0.9433962264150944,0.9433962264150944,8.346642090221199,-0.486572599,0.0440022035532295,-0.271674817
origin,compromise,13,26,"If the row player chooses Option A and the column player chooses Option C, the row player gets 3 and the column player gets 32;
If the row player chooses Option A and the column player chooses Option D, the row player gets 5 and the column player gets 13;
If the row player chooses Option B and the column player chooses Option C, the row player gets 16 and the column player gets 18;
If the row player chooses Option B and the column player chooses Option D, the row player gets 6 and the column player gets 3.
",0.1463414634146341,0.8536585365853658,0.8536585365853658,8.305731144875866,-0.533935964,0.1168227085693839,-0.066538698
origin,hero,14,27,"If the row player chooses Option A and the column player chooses Option C, the row player gets 1 and the column player gets 28;
If the row player chooses Option A and the column player chooses Option D, the row player gets 4 and the column player gets 10;
If the row player chooses Option B and the column player chooses Option C, the row player gets 12 and the column player gets 11;
If the row player chooses Option B and the column player chooses Option D, the row player gets 4 and the column player gets 15.
",0.125,0.875,0.875,8.185108044,-0.365069241,0.099506579,-0.137207329
origin,safecoord,14,28,"If the row player chooses Option A and the column player chooses Option C, the row player gets 28 and the column player gets 1;
If the row player chooses Option A and the column player chooses Option D, the row player gets 11 and the column player gets 12;
If the row player chooses Option B and the column player chooses Option C, the row player gets 10 and the column player gets 4;
If the row player chooses Option B and the column player chooses Option D, the row player gets 15 and the column player gets 4.
",0.6875,0.3125,0.3125,8.645754806985142,-0.188758309,0.0597826086956521,-0.154600396
origin,peace,15,29,"If the row player chooses Option A and the column player chooses Option C, the row player gets 18 and the column player gets 5;
If the row player chooses Option A and the column player chooses Option D, the row player gets 14 and the column player gets 31;
If the row player chooses Option B and the column player chooses Option C, the row player gets 2 and the column player gets 9;
If the row player chooses Option B and the column player chooses Option D, the row player gets 8 and the column player gets 6.
",0.9302325581395348,0.9302325581395348,0.9302325581395348,8.127109185346375,-0.859105165,0.032435741,-0.36204105
origin,hero,15,30,"If the row player chooses Option A and the column player chooses Option C, the row player gets 5 and the column player gets 18;
If the row player chooses Option A and the column player chooses Option D, the row player gets 9 and the column player gets 2;
If the row player chooses Option B and the column player chooses Option C, the row player gets 31 and the column player gets 14;
If the row player chooses Option B and the column player chooses Option D, the row player gets 6 and the column player gets 8.
",0.0625,0.9375,0.9375,8.347436523376118,-0.458624323,0.0512221780604133,-0.242063812
origin,assurance,16,31,"If the row player chooses Option A and the column player chooses Option C, the row player gets 33 and the column player gets 9;
If the row player chooses Option A and the column player chooses Option D, the row player gets 3 and the column player gets 20;
If the row player chooses Option B and the column player chooses Option C, the row player gets 12 and the column player gets 4;
If the row player chooses Option B and the column player chooses Option D, the row player gets 16 and the column player gets 15.
",0.25,0.75,0.75,8.607382359731584,0.1412490588777898,0.1913343558282209,0.3600575557079937
origin,deadlock,16,32,"If the row player chooses Option A and the column player chooses Option C, the row player gets 9 and the column player gets 33;
If the row player chooses Option A and the column player chooses Option D, the row player gets 4 and the column player gets 12;
If the row player chooses Option B and the column player chooses Option C, the row player gets 20 and the column player gets 3;
If the row player chooses Option B and the column player chooses Option D, the row player gets 15 and the column player gets 16.
",0.024390243902439,0.975609756,0.975609756,8.377471248,-0.419485541,0.016510319,-0.426236227
origin,harmony,17,33,"If the row player chooses Option A and the column player chooses Option C, the row player gets 44 and the column player gets 11;
If the row player chooses Option A and the column player chooses Option D, the row player gets 17 and the column player gets 1;
If the row player chooses Option B and the column player chooses Option C, the row player gets 7 and the column player gets 10;
If the row player chooses Option B and the column player chooses Option D, the row player gets 3 and the column player gets 3.
",0.9111111111111112,0.9111111111111112,0.9111111111111112,8.093767758,-0.343571916,0.07471746,-0.238292873
origin,peace,17,34,"If the row player chooses Option A and the column player chooses Option C, the row player gets 11 and the column player gets 44;
If the row player chooses Option A and the column player chooses Option D, the row player gets 10 and the column player gets 7;
If the row player chooses Option B and the column player chooses Option C, the row player gets 1 and the column player gets 17;
If the row player chooses Option B and the column player chooses Option D, the row player gets 3 and the column player gets 3.
",0.951219512195122,0.951219512195122,0.951219512195122,8.217708406845306,-0.177083867,0.043514977,-0.352124183
origin,dilemma,18,35,"If the row player chooses Option A and the column player chooses Option C, the row player gets 3 and the column player gets 14;
If the row player chooses Option A and the column player chooses Option D, the row player gets 1 and the column player gets 6;
If the row player chooses Option B and the column player chooses Option C, the row player gets 4 and the column player gets 8;
If the row player chooses Option B and the column player chooses Option D, the row player gets 2 and the column player gets 7.
",0.3714285714285714,0.6285714285714286,0.6285714285714286,8.738414897167749,-0.01444763,0.0975,0.0307534007907839
origin,peace,18,36,"If the row player chooses Option A and the column player chooses Option C, the row player gets 14 and the column player gets 3;
If the row player chooses Option A and the column player chooses Option D, the row player gets 8 and the column player gets 4;
If the row player chooses Option B and the column player chooses Option C, the row player gets 6 and the column player gets 1;
If the row player chooses Option B and the column player chooses Option D, the row player gets 7 and the column player gets 2.
",0.9047619047619048,0.9047619047619048,0.9047619047619048,8.371757615333646,-0.650526861,0.033519553,-0.366867928
origin,deadlock,19,37,"If the row player chooses Option A and the column player chooses Option C, the row player gets 5 and the column player gets 27;
If the row player chooses Option A and the column player chooses Option D, the row player gets 3 and the column player gets 5;
If the row player chooses Option B and the column player chooses Option C, the row player gets 26 and the column player gets 7;
If the row player chooses Option B and the column player chooses Option D, the row player gets 23 and the column player gets 9.
",0.1578947368421052,0.8421052631578947,0.8421052631578947,8.038511968880476,-0.403896919,0.1306339052050014,-0.075463966
origin,safecoord,19,38,"If the row player chooses Option A and the column player chooses Option C, the row player gets 27 and the column player gets 5;
If the row player chooses Option A and the column player chooses Option D, the row player gets 7 and the column player gets 26;
If the row player chooses Option B and the column player chooses Option C, the row player gets 5 and the column player gets 3;
If the row player chooses Option B and the column player chooses Option D, the row player gets 9 and the column player gets 23.
",0.6551724137931034,0.6551724137931034,0.3448275862068966,8.731806091624652,0.2788464897458852,0.060746829,-0.147986902
origin,assurance,20,39,"If the row player chooses Option A and the column player chooses Option C, the row player gets 20 and the column player gets 24;
If the row player chooses Option A and the column player chooses Option D, the row player gets 1 and the column player gets 13;
If the row player chooses Option B and the column player chooses Option C, the row player gets 3 and the column player gets 13;
If the row player chooses Option B and the column player chooses Option D, the row player gets 10 and the column player gets 6.
",0.6666666666666666,0.6666666666666666,0.6666666666666666,8.388222810119277,-0.014496229,0.2833333333333333,0.6354049264537411
origin,harmony,20,40,"If the row player chooses Option A and the column player chooses Option C, the row player gets 24 and the column player gets 20;
If the row player chooses Option A and the column player chooses Option D, the row player gets 13 and the column player gets 3;
If the row player chooses Option B and the column player chooses Option C, the row player gets 13 and the column player gets 1;
If the row player chooses Option B and the column player chooses Option D, the row player gets 6 and the column player gets 10.
",1.0,1.0,1.0,7.913155185928068,-0.358917423,0.0,-0.524114652
origin,chicken,21,41,"If the row player chooses Option A and the column player chooses Option C, the row player gets 19 and the column player gets 41;
If the row player chooses Option A and the column player chooses Option D, the row player gets 5 and the column player gets 6;
If the row player chooses Option B and the column player chooses Option C, the row player gets 31 and the column player gets 34;
If the row player chooses Option B and the column player chooses Option D, the row player gets 5 and the column player gets 35.
",0.22,0.78,0.78,8.618180866158939,-0.212679746,0.083739566,-0.142974368
origin,safecoord,21,42,"If the row player chooses Option A and the column player chooses Option C, the row player gets 41 and the column player gets 19;
If the row player chooses Option A and the column player chooses Option D, the row player gets 34 and the column player gets 31;
If the row player chooses Option B and the column player chooses Option C, the row player gets 6 and the column player gets 5;
If the row player chooses Option B and the column player chooses Option D, the row player gets 35 and the column player gets 5.
",0.9047619047619048,0.9047619047619048,0.095238095,8.446514163673108,-0.515563501,0.0185438272101187,-0.421429125
origin,harmony,22,43,"If the row player chooses Option A and the column player chooses Option C, the row player gets 14 and the column player gets 19;
If the row player chooses Option A and the column player chooses Option D, the row player gets 9 and the column player gets 25;
If the row player chooses Option B and the column player chooses Option C, the row player gets 9 and the column player gets 5;
If the row player chooses Option B and the column player chooses Option D, the row player gets 2 and the column player gets 8.
",0.8947368421052632,0.8947368421052632,0.8947368421052632,8.094061214,-0.53500656,0.063880017,-0.256074778
origin,dilemma,22,44,"If the row player chooses Option A and the column player chooses Option C, the row player gets 19 and the column player gets 14;
If the row player chooses Option A and the column player chooses Option D, the row player gets 5 and the column player gets 9;
If the row player chooses Option B and the column player chooses Option C, the row player gets 25 and the column player gets 9;
If the row player chooses Option B and the column player chooses Option D, the row player gets 8 and the column player gets 2.
",0.3055555555555556,0.6944444444444444,0.6944444444444444,8.41461357,0.2164449332291403,0.074829932,0.1591980078733108
origin,safecoord,23,45,"If the row player chooses Option A and the column player chooses Option C, the row player gets 17 and the column player gets 41;
If the row player chooses Option A and the column player chooses Option D, the row player gets 7 and the column player gets 5;
If the row player chooses Option B and the column player chooses Option C, the row player gets 1 and the column player gets 25;
If the row player chooses Option B and the column player chooses Option D, the row player gets 12 and the column player gets 9.
",0.8275862068965517,0.8275862068965517,0.8275862068965517,8.58876939,-0.162872776,0.1446296719190073,0.0148542822604022
origin,peace,23,46,"If the row player chooses Option A and the column player chooses Option C, the row player gets 41 and the column player gets 17;
If the row player chooses Option A and the column player chooses Option D, the row player gets 25 and the column player gets 1;
If the row player chooses Option B and the column player chooses Option C, the row player gets 5 and the column player gets 7;
If the row player chooses Option B and the column player chooses Option D, the row player gets 9 and the column player gets 12.
",0.8620689655172413,0.8620689655172413,0.8620689655172413,8.290041618704489,-0.169413684,0.1174092845371723,-0.115479728
origin,dilemma,24,47,"If the row player chooses Option A and the column player chooses Option C, the row player gets 27 and the column player gets 25;
If the row player chooses Option A and the column player chooses Option D, the row player gets 8 and the column player gets 10;
If the row player chooses Option B and the column player chooses Option C, the row player gets 42 and the column player gets 5;
If the row player chooses Option B and the column player chooses Option D, the row player gets 21 and the column player gets 13.
",0.4042553191489361,0.5957446808510638,0.5957446808510638,8.401108712395436,-0.345869737,0.1918387310903818,0.5520609888444179
origin,assurance,24,48,"If the row player chooses Option A and the column player chooses Option C, the row player gets 25 and the column player gets 27;
If the row player chooses Option A and the column player chooses Option D, the row player gets 5 and the column player gets 42;
If the row player chooses Option B and the column player chooses Option C, the row player gets 10 and the column player gets 8;
If the row player chooses Option B and the column player chooses Option D, the row player gets 13 and the column player gets 21.
",0.3809523809523809,0.3809523809523809,0.6190476190476191,8.527989233459468,0.1485791731319282,0.061401471,-0.089070715
origin,safecoord,25,49,"If the row player chooses Option A and the column player chooses Option C, the row player gets 18 and the column player gets 38;
If the row player chooses Option A and the column player chooses Option D, the row player gets 7 and the column player gets 20;
If the row player chooses Option B and the column player chooses Option C, the row player gets 3 and the column player gets 14;
If the row player chooses Option B and the column player chooses Option D, the row player gets 9 and the column player gets 2.
",0.9142857142857144,0.9142857142857144,0.9142857142857144,8.430763463,-0.534748927,0.067591837,-0.267648985
origin,concord,25,50,"If the row player chooses Option A and the column player chooses Option C, the row player gets 38 and the column player gets 18;
If the row player chooses Option A and the column player chooses Option D, the row player gets 14 and the column player gets 3;
If the row player chooses Option B and the column player chooses Option C, the row player gets 20 and the column player gets 7;
If the row player chooses Option B and the column player chooses Option D, the row player gets 2 and the column player gets 9.
",0.9032258064516128,0.9032258064516128,0.9032258064516128,8.247220052745229,-0.444623077,0.047079337,-0.340055016
origin,chicken,26,51,"If the row player chooses Option A and the column player chooses Option C, the row player gets 14 and the column player gets 15;
If the row player chooses Option A and the column player chooses Option D, the row player gets 11 and the column player gets 21;
If the row player chooses Option B and the column player chooses Option C, the row player gets 27 and the column player gets 1;
If the row player chooses Option B and the column player chooses Option D, the row player gets 7 and the column player gets 3.
",0.7575757575757576,0.2424242424242424,0.7575757575757576,8.311643949,-0.314145178,0.03870825,-0.326667678
origin,dilemma,26,52,"If the row player chooses Option A and the column player chooses Option C, the row player gets 15 and the column player gets 14;
If the row player chooses Option A and the column player chooses Option D, the row player gets 1 and the column player gets 27;
If the row player chooses Option B and the column player chooses Option C, the row player gets 21 and the column player gets 11;
If the row player chooses Option B and the column player chooses Option D, the row player gets 3 and the column player gets 7.
",0.2727272727272727,0.7272727272727273,0.7272727272727273,8.511376306094673,-0.167843645,0.082463984,-0.035413869
origin,assurance,27,53,"If the row player chooses Option A and the column player chooses Option C, the row player gets 34 and the column player gets 19;
If the row player chooses Option A and the column player chooses Option D, the row player gets 13 and the column player gets 10;
If the row player chooses Option B and the column player chooses Option C, the row player gets 19 and the column player gets 12;
If the row player chooses Option B and the column player chooses Option D, the row player gets 24 and the column player gets 1.
",0.7777777777777778,0.7777777777777778,0.7777777777777778,8.716337178410171,-0.017464866,0.083707985,0.024377463
origin,harmony,27,54,"If the row player chooses Option A and the column player chooses Option C, the row player gets 19 and the column player gets 34;
If the row player chooses Option A and the column player chooses Option D, the row player gets 12 and the column player gets 19;
If the row player chooses Option B and the column player chooses Option C, the row player gets 10 and the column player gets 13;
If the row player chooses Option B and the column player chooses Option D, the row player gets 1 and the column player gets 24.
",0.8787878787878788,0.8787878787878788,0.8787878787878788,8.243282523048375,-0.63989195,0.065624397,-0.264861707
origin,assurance,28,55,"If the row player chooses Option A and the column player chooses Option C, the row player gets 33 and the column player gets 38;
If the row player chooses Option A and the column player chooses Option D, the row player gets 3 and the column player gets 36;
If the row player chooses Option B and the column player chooses Option C, the row player gets 4 and the column player gets 2;
If the row player chooses Option B and the column player chooses Option D, the row player gets 12 and the column player gets 1.
",0.7906976744186046,0.7906976744186046,0.7906976744186046,7.963807953231451,-0.592959412,0.1784345634941466,0.1756334998291057
origin,concord,28,56,"If the row player chooses Option A and the column player chooses Option C, the row player gets 38 and the column player gets 33;
If the row player chooses Option A and the column player chooses Option D, the row player gets 2 and the column player gets 4;
If the row player chooses Option B and the column player chooses Option C, the row player gets 36 and the column player gets 3;
If the row player chooses Option B and the column player chooses Option D, the row player gets 1 and the column player gets 12.
",0.9302325581395348,0.9302325581395348,0.9302325581395348,8.429017500512511,-0.343031902,0.004100834,-0.417486327
origin,deadlock,29,57,"If the row player chooses Option A and the column player chooses Option C, the row player gets 7 and the column player gets 13;
If the row player chooses Option A and the column player chooses Option D, the row player gets 4 and the column player gets 6;
If the row player chooses Option B and the column player chooses Option C, the row player gets 15 and the column player gets 2;
If the row player chooses Option B and the column player chooses Option D, the row player gets 14 and the column player gets 10.
",0.065217391,0.9347826086956522,0.9347826086956522,8.208582409326262,-0.593511662,0.043139909,-0.271662554
origin,assurance,29,58,"If the row player chooses Option A and the column player chooses Option C, the row player gets 13 and the column player gets 7;
If the row player chooses Option A and the column player chooses Option D, the row player gets 2 and the column player gets 15;
If the row player chooses Option B and the column player chooses Option C, the row player gets 6 and the column player gets 4;
If the row player chooses Option B and the column player chooses Option D, the row player gets 10 and the column player gets 14.
",0.2777777777777778,0.7222222222222222,0.7222222222222222,8.784508659168383,0.3606231584914069,0.2002728174603174,0.2616506886993501
origin,peace,30,59,"If the row player chooses Option A and the column player chooses Option C, the row player gets 24 and the column player gets 18;
If the row player chooses Option A and the column player chooses Option D, the row player gets 23 and the column player gets 14;
If the row player chooses Option B and the column player chooses Option C, the row player gets 4 and the column player gets 7;
If the row player chooses Option B and the column player chooses Option D, the row player gets 11 and the column player gets 1.
",0.9473684210526316,0.9473684210526316,0.9473684210526316,8.428683293417112,-0.377787559,0.0425723010598167,-0.374455574
origin,concord,30,60,"If the row player chooses Option A and the column player chooses Option C, the row player gets 18 and the column player gets 24;
If the row player chooses Option A and the column player chooses Option D, the row player gets 7 and the column player gets 4;
If the row player chooses Option B and the column player chooses Option C, the row player gets 14 and the column player gets 23;
If the row player chooses Option B and the column player chooses Option D, the row player gets 1 and the column player gets 11.
",0.9183673469387756,0.9183673469387756,0.9183673469387756,8.445911989411274,-0.194349342,0.019236698,-0.391011249
origin,deadlock,31,61,"If the row player chooses Option A and the column player chooses Option C, the row player gets 3 and the column player gets 10;
If the row player chooses Option A and the column player chooses Option D, the row player gets 1 and the column player gets 4;
If the row player chooses Option B and the column player chooses Option C, the row player gets 28 and the column player gets 2;
If the row player chooses Option B and the column player chooses Option D, the row player gets 11 and the column player gets 3.
",0.1515151515151515,0.8484848484848485,0.8484848484848485,8.115819701211327,-0.207237994,0.1358880282647099,0.0235547405441182
origin,staghunt,31,62,"If the row player chooses Option A and the column player chooses Option C, the row player gets 10 and the column player gets 3;
If the row player chooses Option A and the column player chooses Option D, the row player gets 2 and the column player gets 28;
If the row player chooses Option B and the column player chooses Option C, the row player gets 4 and the column player gets 1;
If the row player chooses Option B and the column player chooses Option D, the row player gets 3 and the column player gets 11.
",0.5454545454545454,0.5454545454545454,0.4545454545454545,8.531687638,0.1453303169148124,0.008576329,-0.378921494
